Sample,OTU,Count,Model_Jul04,OTU_CODE
00006REM,Diphetor_hageni,6,N,B59
00006REM,Doroneuria,1,N,B65
00006REM,Glossosoma,1,N,B89
00006REM,Hesperoconopa,1,N,B102
00006REM,Hesperoperla,1,N,B103
00006REM,Hexatoma,4,N,B106
00006REM,Hydropsyche,5,N,B114
00006REM,Juga,1,N,B119
00006REM,Lepidostoma,1,N,B125
00006REM,Limnophila,1,N,B131
00006REM,Micrasema,1,N,B140
00006REM,Nematoda,1,N,B146
00006REM,Nixe/Leucocruta,1,N,B152
00006REM,Oligochaeta,3,N,B156
00006REM,Optioservus,3,N,B159
00006REM,Ordobrevia,1,N,B160
00006REM,Orthocladiinae,33,N,B162
00006REM,Rhithrogena,10,N,B197
00006REM,Serratella,1,N,B200
00006REM,Simulium,2,N,B204
00006REM,Skwala,6,N,B205
00006REM,Suwallia,1,N,B213
00006REM,Sweltsa,1,N,B214
00006REM,Tanypodinae,3,N,B217
00006REM,Timpanoga_hecuba,1,N,B219
00006REM,Trombidiformes,4,N,B223
00006REM,Zaitzevia,1,N,B231
00006WSE,Ameletus,6,N,B6
00006WSE,Anagapetus,2,N,B12
00006WSE,Baetis,2,N,B21
00006WSE,Capniidae,7,N,B30
00006WSE,Ceratopogoninae,1,N,B33
00006WSE,Chironominae,112,N,B37
00006WSE,Cinygma,4,N,B39
00006WSE,Cinygmula,10,N,B40
00006WSE,Diamesinae,4,N,B56
00006WSE,Dicranota,2,N,B58
00006WSE,Diphetor_hageni,5,N,B59
00006WSE,Doroneuria,2,N,B65
00006WSE,Drunella_spinifera,6,N,B70
00006WSE,Ephemerella,6,N,B78
00006WSE,Heterlimnius,11,N,B104
00006WSE,Ironodes,3,N,B116
00006WSE,Lepidostoma,3,N,B125
00006WSE,Leptophlebiidae,6,N,B127
00006WSE,Limnophila,1,N,B131
00006WSE,Micrasema,7,N,B140
00006WSE,Nematoda,2,N,B146
00006WSE,Oligochaeta,4,N,B156
00006WSE,Orthocladiinae,192,N,B162
00006WSE,Parapsyche,6,N,B166
00006WSE,Pericoma/Telmatoscopus,2,N,B169
00006WSE,Psychoglypha,9,N,B190
00006WSE,Rhabdomastix,1,N,B196
00006WSE,Rhithrogena,1,N,B197
00006WSE,Rhyacophila,11,N,B199
00006WSE,Sweltsa,15,N,B214
00006WSE,Tanypodinae,13,N,B217
00006WSE,Trombidiformes,16,N,B223
00006WSE,Turbellaria,9,N,B225
00006WSE,Visoka,21,N,B227
00006WSE,Wormaldia,2,N,B229
00006WSE,Yoraperla,6,N,B230
00006WSE,Zapada,2,N,B232
00007CSR,Ameletus,2,N,B6
00007CSR,Ampumixis,1,N,B10
00007CSR,Antocha,1,N,B13
00007CSR,Baetis,110,N,B21
00007CSR,Calineuria,4,N,B27
00007CSR,Chelifera,1,N,B34
00007CSR,Chironominae,36,N,B37
00007CSR,Cinygmula,12,N,B40
00007CSR,Despaxia,1,N,B54
00007CSR,Dicranota,3,N,B58
00007CSR,Dixa,1,N,B61
00007CSR,Drunella_coloradensis/flavilinea,1,N,B66
00007CSR,Drunella_doddsi,86,N,B67
00007CSR,Dytiscidae,1,N,B72
00007CSR,Epeorus,15,N,B77
00007CSR,Glossosoma,32,N,B89
00007CSR,Glutops,1,N,B90
00007CSR,Heterlimnius,20,N,B104
00007CSR,Hexatoma,1,N,B106
00007CSR,Hydropsyche,1,N,B114
00007CSR,Ironodes,5,N,B116
00007CSR,Juga,1,N,B119
00007CSR,Kathroperla,5,N,B120
00007CSR,Leptophlebiidae,9,N,B127
00007CSR,Malenka,20,N,B134
00007CSR,Narpus,2,N,B145
00007CSR,Nematoda,2,N,B146
00007CSR,Neophylax,11,N,B149
00007CSR,Oligochaeta,6,N,B156
00007CSR,Orthocladiinae,10,N,B162
00007CSR,Parapsyche,1,N,B166
00007CSR,Rhithrogena,49,N,B197
00007CSR,Rhyacophila,44,N,B199
00007CSR,Serratella,7,N,B200
00007CSR,Simulium,1,N,B204
00007CSR,Soliperla,4,N,B206
00007CSR,Sweltsa,5,N,B214
00007CSR,Tanypodinae,1,N,B217
00007CSR,Trombidiformes,2,N,B223
00007CSR,Wormaldia,2,N,B229
00007CSR,Zaitzevia,2,N,B231
00007CSR,Zapada,3,N,B232
00007REM,Ampumixis,7,N,B10
00007REM,Arctopsyche,4,N,B15
00007REM,Baetis,62,N,B21
00007REM,Calineuria,24,N,B27
00007REM,Caudatella,3,N,B31
00007REM,Chelifera,1,N,B34
00007REM,Chironominae,244,N,B37
00007REM,Cinygmula,4,N,B40
00007REM,Despaxia,1,N,B54
00007REM,Dicranota,2,N,B58
00007REM,Diphetor_hageni,1,N,B59
00007REM,Drunella_doddsi,9,N,B67
00007REM,Drunella_spinifera,1,N,B70
00007REM,Epeorus,28,N,B77
00007REM,Forcipomyiinae,1,N,B87
00007REM,Glossosoma,31,N,B89
00007REM,Heterlimnius,3,N,B104
00007REM,Hydropsyche,75,N,B114
00007REM,Ironodes,4,N,B116
00007REM,Lepidostoma,2,N,B125
00007REM,Leptophlebiidae,3,N,B127
00007REM,Malenka,2,N,B134
00007REM,Micrasema,7,N,B140
00007REM,Nematoda,1,N,B146
00007REM,Oligochaeta,37,N,B156
00007REM,Orthocladiinae,44,N,B162
00007REM,Rhithrogena,31,N,B197
00007REM,Rhyacophila,22,N,B199
00007REM,Serratella,4,N,B200
00007REM,Simulium,16,N,B204
00007REM,Visoka,4,N,B227
00007REM,Wormaldia,1,N,B229
00007REM,Zaitzevia,1,N,B231
00007REM,Zapada,8,N,B232
00008CSR,Acentrella,1,N,B1
00008CSR,Antocha,2,N,B13
00008CSR,Baetis,72,N,B21
00008CSR,Blephariceridae,1,N,B23
00008CSR,Calineuria,20,N,B27
00008CSR,Centroptilum,12,N,B32
00008CSR,Ceratopogoninae,1,N,B33
00008CSR,Cheumatopsyche,36,N,B35
00008CSR,Chironominae,105,N,B37
00008CSR,Diamesinae,4,N,B56
00008CSR,Dicranota,1,N,B58
00008CSR,Diphetor_hageni,5,N,B59
00008CSR,Epeorus,8,N,B77
00008CSR,Ephemerella,2,N,B78
00008CSR,Glossosoma,3,N,B89
00008CSR,Hesperoperla,1,N,B103
00008CSR,Hexatoma,2,N,B106
00008CSR,Hydropsyche,87,N,B114
00008CSR,Hydroptila,1,N,B115
00008CSR,Nematoda,1,N,B146
00008CSR,Optioservus,19,N,B159
00008CSR,Orthocladiinae,24,N,B162
00008CSR,Prostoma,1,N,B185
00008CSR,Psephenus,2,N,B187
00008CSR,Rhyacophila,8,N,B199
00008CSR,Simulium,132,N,B204
00008CSR,Tanypodinae,2,N,B217
00008CSR,Tricorythodes,1,N,B222
00008CSR,Trombidiformes,1,N,B223
00008CSR,Turbellaria,1,N,B225
00008CSR,Zaitzevia,9,N,B231
00008REM,Ameletus,3,C,B6
00008REM,Ampumixis,1,C,B10
00008REM,Apatania,3,C,B14
00008REM,Baetis,30,C,B21
00008REM,Calineuria,13,C,B27
00008REM,Chironominae,12,C,B37
00008REM,Diamesinae,1,C,B56
00008REM,Dicranota,1,C,B58
00008REM,Diphetor_hageni,24,C,B59
00008REM,Doroneuria,12,C,B65
00008REM,Ephemerella,1,C,B78
00008REM,Glossosoma,2,C,B89
00008REM,Glutops,1,C,B90
00008REM,Heterlimnius,1,C,B104
00008REM,Hexatoma,1,C,B106
00008REM,Lepidostoma,2,C,B125
00008REM,Megarcys,2,C,B137
00008REM,Neophylax,1,C,B149
00008REM,Orthocladiinae,14,C,B162
00008REM,Parapsyche,2,C,B166
00008REM,Pteronarcys,3,C,B193
00008REM,Rhithrogena,22,C,B197
00008REM,Rhyacophila,57,C,B199
00008REM,Simulium,2,C,B204
00008REM,Sweltsa,9,C,B214
00008REM,Trombidiformes,1,C,B223
00008REM,Turbellaria,1,C,B225
00008REM,Visoka,3,C,B227
00008REM,Yoraperla,32,C,B230
00008REM,Zapada,1,C,B232
00008WSE,Baetis,11,C,B21
00008WSE,Capniidae,1,C,B30
00008WSE,Ceratopogoninae,1,C,B33
00008WSE,Chelifera,25,C,B34
00008WSE,Chironominae,49,C,B37
00008WSE,Cinygmula,12,C,B40
00008WSE,Diamesinae,1,C,B56
00008WSE,Doroneuria,1,C,B65
00008WSE,Drunella_coloradensis/flavilinea,2,C,B66
00008WSE,Drunella_spinifera,4,C,B70
00008WSE,Glossosoma,2,C,B89
00008WSE,Glutops,4,C,B90
00008WSE,Hesperoconopa,1,C,B102
00008WSE,Lepidostoma,1,C,B125
00008WSE,Micrasema,3,C,B140
00008WSE,Narpus,1,C,B145
00008WSE,Nematoda,29,C,B146
00008WSE,Oligochaeta,3,C,B156
00008WSE,Orthocladiinae,197,C,B162
00008WSE,Parapsyche,1,C,B166
00008WSE,Pericoma/Telmatoscopus,1,C,B169
00008WSE,Prosimulium,6,C,B183
00008WSE,Rhithrogena,2,C,B197
00008WSE,Rhyacophila,20,C,B199
00008WSE,Serratella,3,C,B200
00008WSE,Sphaeriidae,7,C,B209
00008WSE,Sweltsa,9,C,B214
00008WSE,Trombidiformes,15,C,B223
00008WSE,Visoka,12,C,B227
00008WSE,Yoraperla,71,C,B230
00008WSE,Zapada,11,C,B232
00009CSR,Agapetus,1,N,B3
00009CSR,Baetis,124,N,B21
00009CSR,Calineuria,1,N,B27
00009CSR,Chelifera,5,N,B34
00009CSR,Chironominae,6,N,B37
00009CSR,Dicranota,5,N,B58
00009CSR,Diphetor_hageni,1,N,B59
00009CSR,Dixa,3,N,B61
00009CSR,Ephydridae,1,N,B79
00009CSR,Eubrianax,6,N,B81
00009CSR,Gomphidae,1,N,B92
00009CSR,Hexatoma,3,N,B106
00009CSR,Ironodes,1,N,B116
00009CSR,Isoperla,2,N,B118
00009CSR,Leptophlebiidae,35,N,B127
00009CSR,Malenka,38,N,B134
00009CSR,Maruina,1,N,B136
00009CSR,Nematoda,1,N,B146
00009CSR,Oligochaeta,2,N,B156
00009CSR,Orthocladiinae,131,N,B162
00009CSR,Rhyacophila,16,N,B199
00009CSR,Serratella,1,N,B200
00009CSR,Simulium,215,N,B204
00009CSR,Suwallia,1,N,B213
00009CSR,Tanypodinae,2,N,B217
00009CSR,Trombidiformes,2,N,B223
00009CSR,Zapada,40,N,B232
00009JDE,Ameletus,1,N,B6
00009JDE,Amiocentrus,1,N,B8
00009JDE,Baetis,8,N,B21
00009JDE,Brachycentrus,1,N,B24
00009JDE,Ceratopogoninae,1,N,B33
00009JDE,Chironominae,76,N,B37
00009JDE,Cinygmula,7,N,B40
00009JDE,Diamesinae,32,N,B56
00009JDE,Dicosmoecus,1,N,B57
00009JDE,Dicranota,1,N,B58
00009JDE,Dolophilodes,1,N,B64
00009JDE,Doroneuria,13,N,B65
00009JDE,Drunella_coloradensis/flavilinea,4,N,B66
00009JDE,Drunella_doddsi,15,N,B67
00009JDE,Drunella_spinifera,10,N,B70
00009JDE,Ephemerella,48,N,B78
00009JDE,Glossosoma,1,N,B89
00009JDE,Glutops,2,N,B90
00009JDE,Heterlimnius,135,N,B104
00009JDE,Ironodes,13,N,B116
00009JDE,Leptophlebiidae,4,N,B127
00009JDE,Micrasema,2,N,B140
00009JDE,Narpus,2,N,B145
00009JDE,Nematoda,11,N,B146
00009JDE,Neophylax,1,N,B149
00009JDE,Oligochaeta,5,N,B156
00009JDE,Orthocladiinae,86,N,B162
00009JDE,Paraperla,2,N,B165
00009JDE,Parapsyche,11,N,B166
00009JDE,Rhyacophila,13,N,B199
00009JDE,Simulium,1,N,B204
00009JDE,Sphaeriidae,1,N,B209
00009JDE,Sweltsa,3,N,B214
00009JDE,Tanypodinae,5,N,B217
00009JDE,Trombidiformes,1,N,B223
00009JDE,Turbellaria,1,N,B225
00009JDE,Yoraperla,2,N,B230
00009JDE,Zapada,17,N,B232
00009REM,Ameletus,8,N,B6
00009REM,Ampumixis,3,N,B10
00009REM,Apatania,5,N,B14
00009REM,Arctopsyche,1,N,B15
00009REM,Baetis,152,N,B21
00009REM,Caudatella,40,N,B31
00009REM,Chironominae,42,N,B37
00009REM,Cinygmula,2,N,B40
00009REM,Cleptelmis,1,N,B42
00009REM,Dicranota,2,N,B58
00009REM,Diphetor_hageni,8,N,B59
00009REM,Dixa,2,N,B61
00009REM,Drunella_doddsi,7,N,B67
00009REM,Epeorus,5,N,B77
00009REM,Hydropsyche,52,N,B114
00009REM,Ironodes,6,N,B116
00009REM,Lepidostoma,6,N,B125
00009REM,Leptophlebiidae,8,N,B127
00009REM,Micrasema,19,N,B140
00009REM,Moselia,1,N,B143
00009REM,Neothremma,28,N,B150
00009REM,Oligochaeta,7,N,B156
00009REM,Optioservus,1,N,B159
00009REM,Orthocladiinae,6,N,B162
00009REM,Parapsyche,2,N,B166
00009REM,Pteronarcys,4,N,B193
00009REM,Rhithrogena,16,N,B197
00009REM,Rhyacophila,9,N,B199
00009REM,Simulium,115,N,B204
00009REM,Soyedina,1,N,B207
00009REM,Sweltsa,2,N,B214
00009REM,Tanypodinae,1,N,B217
00009REM,Turbellaria,2,N,B225
00009REM,Visoka,2,N,B227
00009REM,Yoraperla,12,N,B230
00009REM,Zapada,3,N,B232
00009WSE,Ameletus,1,C,B6
00009WSE,Amiocentrus,1,C,B8
00009WSE,Anagapetus,3,C,B12
00009WSE,Atherix,1,C,B18
00009WSE,Baetis,37,C,B21
00009WSE,Chelifera,2,C,B34
00009WSE,Chironominae,22,C,B37
00009WSE,Cinygma,3,C,B39
00009WSE,Cinygmula,20,C,B40
00009WSE,Diamesinae,10,C,B56
00009WSE,Doroneuria,16,C,B65
00009WSE,Drunella_doddsi,47,C,B67
00009WSE,Drunella_spinifera,14,C,B70
00009WSE,Heterlimnius,11,C,B104
00009WSE,Hydraenidae,1,C,B111
00009WSE,Hydropsyche,2,C,B114
00009WSE,Ironodes,4,C,B116
00009WSE,Isoperla,11,C,B118
00009WSE,Lepidostoma,4,C,B125
00009WSE,Malenka,16,C,B134
00009WSE,Micrasema,11,C,B140
00009WSE,Nematoda,1,C,B146
00009WSE,Neophylax,1,C,B149
00009WSE,Neothremma,4,C,B150
00009WSE,Oligochaeta,9,C,B156
00009WSE,Optioservus,1,C,B159
00009WSE,Oreogeton,3,C,B161
00009WSE,Orthocladiinae,98,C,B162
00009WSE,Rhyacophila,58,C,B199
00009WSE,Serratella,9,C,B200
00009WSE,Sphaeriidae,1,C,B209
00009WSE,Sweltsa,17,C,B214
00009WSE,Tanypodinae,3,C,B217
00009WSE,Thaumaleidae,1,C,B218
00009WSE,Trombidiformes,8,C,B223
00009WSE,Turbellaria,30,C,B225
00009WSE,Visoka,9,C,B227
00009WSE,Zapada,42,C,B232
00010CSR,Ameletus,1,N,B6
00010CSR,Asellidae,7,N,B16
00010CSR,Baetis,9,N,B21
00010CSR,Calineuria,2,N,B27
00010CSR,Chironominae,32,N,B37
00010CSR,Cinygma,18,N,B39
00010CSR,Cordulegaster,8,N,B45
00010CSR,Cultus,11,N,B51
00010CSR,Despaxia,8,N,B54
00010CSR,Diamesinae,1,N,B56
00010CSR,Dicranota,2,N,B58
00010CSR,Diphetor_hageni,5,N,B59
00010CSR,Dixa,3,N,B61
00010CSR,Glossosoma,3,N,B89
00010CSR,Glutops,13,N,B90
00010CSR,Gomphidae,1,N,B92
00010CSR,Hexatoma,2,N,B106
00010CSR,Ironodes,7,N,B116
00010CSR,Lara,31,N,B124
00010CSR,Lepidostoma,2,N,B125
00010CSR,Leptophlebiidae,9,N,B127
00010CSR,Limnophila,2,N,B131
00010CSR,Malenka,29,N,B134
00010CSR,Molophilus,1,N,B142
00010CSR,Moselia,30,N,B143
00010CSR,Muscidae,5,N,B144
00010CSR,Nematoda,1,N,B146
00010CSR,Odontoceridae,5,N,B154
00010CSR,Oligochaeta,10,N,B156
00010CSR,Orthocladiinae,19,N,B162
00010CSR,Parapsyche,1,N,B166
00010CSR,Pteronarcys,6,N,B193
00010CSR,Rhyacophila,11,N,B199
00010CSR,Simulium,10,N,B204
00010CSR,Sphaeriidae,12,N,B209
00010CSR,Sweltsa,34,N,B214
00010CSR,Tanypodinae,6,N,B217
00010CSR,Tipula,3,N,B220
00010CSR,Trombidiformes,1,N,B223
00010CSR,Visoka,3,N,B227
00010CSR,Wormaldia,48,N,B229
00010CSR,Yoraperla,11,N,B230
00010CSR,Zaitzevia,6,N,B231
00010JDE,Antocha,2,N,B13
00010JDE,Atherix,2,N,B18
00010JDE,Baetis,91,N,B21
00010JDE,Chimarra,13,N,B36
00010JDE,Chironominae,34,N,B37
00010JDE,Claassenia,1,N,B41
00010JDE,Coenagrionidae,3,N,B44
00010JDE,Dicosmoecus,1,N,B57
00010JDE,Diphetor_hageni,1,N,B59
00010JDE,Epeorus,26,N,B77
00010JDE,Gomphidae,1,N,B92
00010JDE,Helicopsychidae,39,N,B98
00010JDE,Hesperoperla,1,N,B103
00010JDE,Hexatoma,2,N,B106
00010JDE,Hydropsyche,52,N,B114
00010JDE,Hydroptila,4,N,B115
00010JDE,Leptoceridae,3,N,B126
00010JDE,Lymnaeidae,1,N,B133
00010JDE,Microcylloepus,22,N,B141
00010JDE,Oligochaeta,3,N,B156
00010JDE,Optioservus,25,N,B159
00010JDE,Ordobrevia,4,N,B160
00010JDE,Orthocladiinae,14,N,B162
00010JDE,Planorbidae,6,N,B174
00010JDE,Psephenus,55,N,B187
00010JDE,Pyralidae,2,N,B195
00010JDE,Rhithrogena,1,N,B197
00010JDE,Simulium,26,N,B204
00010JDE,Tanypodinae,6,N,B217
00010JDE,Tricorythodes,3,N,B222
00010JDE,Zaitzevia,42,N,B231
00010REM,Ampumixis,7,C,B10
00010REM,Arctopsyche,3,C,B15
00010REM,Baetis,120,C,B21
00010REM,Calineuria,7,C,B27
00010REM,Caudatella,6,C,B31
00010REM,Chironominae,280,C,B37
00010REM,Cinygmula,3,C,B40
00010REM,Despaxia,2,C,B54
00010REM,Diamesinae,2,C,B56
00010REM,Drunella_doddsi,15,C,B67
00010REM,Drunella_spinifera,2,C,B70
00010REM,Epeorus,18,C,B77
00010REM,Glossosoma,73,C,B89
00010REM,Heterlimnius,5,C,B104
00010REM,Hydropsyche,4,C,B114
00010REM,Ironodes,2,C,B116
00010REM,Lepidostoma,1,C,B125
00010REM,Leptophlebiidae,3,C,B127
00010REM,Megarcys,2,C,B137
00010REM,Micrasema,6,C,B140
00010REM,Nematoda,1,C,B146
00010REM,Oligochaeta,34,C,B156
00010REM,Orthocladiinae,27,C,B162
00010REM,Pteronarcys,2,C,B193
00010REM,Rhithrogena,41,C,B197
00010REM,Rhyacophila,17,C,B199
00010REM,Simulium,5,C,B204
00010REM,Sweltsa,1,C,B214
00010REM,Trombidiformes,1,C,B223
00010REM,Turbellaria,5,C,B225
00010REM,Zapada,4,C,B232
00010WSE,Acneus,1,N,B2
00010WSE,Apatania,1,N,B14
00010WSE,Arctopsyche,1,N,B15
00010WSE,Attenella,2,N,B20
00010WSE,Baetis,87,N,B21
00010WSE,Calineuria,6,N,B27
00010WSE,Ceratopogoninae,1,N,B33
00010WSE,Chelifera,1,N,B34
00010WSE,Chironominae,43,N,B37
00010WSE,Cinygmula,56,N,B40
00010WSE,Dicranota,2,N,B58
00010WSE,Doroneuria,14,N,B65
00010WSE,Drunella_doddsi,65,N,B67
00010WSE,Epeorus,42,N,B77
00010WSE,Eubrianax,3,N,B81
00010WSE,Glossosoma,13,N,B89
00010WSE,Hesperoperla,5,N,B103
00010WSE,Heterlimnius,4,N,B104
00010WSE,Hexatoma,1,N,B106
00010WSE,Hydropsyche,6,N,B114
00010WSE,Ironodes,5,N,B116
00010WSE,Juga,18,N,B119
00010WSE,Malenka,16,N,B134
00010WSE,Narpus,1,N,B145
00010WSE,Nematoda,2,N,B146
00010WSE,Neophylax,1,N,B149
00010WSE,Neothremma,1,N,B150
00010WSE,Oligochaeta,32,N,B156
00010WSE,Optioservus,14,N,B159
00010WSE,Orthocladiinae,12,N,B162
00010WSE,Parapsyche,1,N,B166
00010WSE,Rhabdomastix,1,N,B196
00010WSE,Rhithrogena,37,N,B197
00010WSE,Rhyacophila,29,N,B199
00010WSE,Serratella,1,N,B200
00010WSE,Simulium,11,N,B204
00010WSE,Sphaeriidae,3,N,B209
00010WSE,Sweltsa,5,N,B214
00010WSE,Trombidiformes,3,N,B223
00010WSE,Turbellaria,1,N,B225
00010WSE,Wormaldia,7,N,B229
00010WSE,Yoraperla,13,N,B230
00010WSE,Zaitzevia,7,N,B231
00010WSE,Zapada,4,N,B232
00011GRD,Acentrella,5,N,B1
00011GRD,Antocha,3,N,B13
00011GRD,Calineuria,24,N,B27
00011GRD,Cheumatopsyche,1,N,B35
00011GRD,Chironominae,153,N,B37
00011GRD,Cinygmula,2,N,B40
00011GRD,Cleptelmis,1,N,B42
00011GRD,Dicosmoecus,2,N,B57
00011GRD,Diphetor_hageni,9,N,B59
00011GRD,Dytiscidae,1,N,B72
00011GRD,Epeorus,3,N,B77
00011GRD,Ephydridae,2,N,B79
00011GRD,Glossosoma,1,N,B89
00011GRD,Hesperoconopa,1,N,B102
00011GRD,Hesperoperla,2,N,B103
00011GRD,Hydropsyche,14,N,B114
00011GRD,Lepidostoma,12,N,B125
00011GRD,Leptophlebiidae,4,N,B127
00011GRD,Neophylax,7,N,B149
00011GRD,Nixe/Leucocruta,12,N,B152
00011GRD,Ochrotrichia,1,N,B153
00011GRD,Oligochaeta,2,N,B156
00011GRD,Onocosmoecus,1,N,B158
00011GRD,Optioservus,56,N,B159
00011GRD,Ordobrevia,111,N,B160
00011GRD,Orthocladiinae,19,N,B162
00011GRD,Perlinodes,4,N,B170
00011GRD,Physidae,13,N,B172
00011GRD,Psephenus,1,N,B187
00011GRD,Serratella,2,N,B200
00011GRD,Tanypodinae,12,N,B217
00011GRD,Trombidiformes,9,N,B223
00011GRD,Wormaldia,2,N,B229
00011GRD,Zaitzevia,71,N,B231
00011GRD,Zapada,8,N,B232
00011JDE,Ameletus,1,N,B6
00011JDE,Anagapetus,1,N,B12
00011JDE,Baetis,2,N,B21
00011JDE,Chironominae,7,N,B37
00011JDE,Cinygma,1,N,B39
00011JDE,Cinygmula,2,N,B40
00011JDE,Cleptelmis,63,N,B42
00011JDE,Diamesinae,16,N,B56
00011JDE,Doroneuria,2,N,B65
00011JDE,Drunella_spinifera,1,N,B70
00011JDE,Ephemerella,50,N,B78
00011JDE,Heterlimnius,25,N,B104
00011JDE,Leptophlebiidae,1,N,B127
00011JDE,Micrasema,25,N,B140
00011JDE,Nematoda,2,N,B146
00011JDE,Oligochaeta,8,N,B156
00011JDE,Orthocladiinae,159,N,B162
00011JDE,Rhyacophila,1,N,B199
00011JDE,Serratella,2,N,B200
00011JDE,Sphaeriidae,9,N,B209
00011JDE,Sweltsa,4,N,B214
00011JDE,Trombidiformes,8,N,B223
00011JDE,Turbellaria,23,N,B225
00011JDE,Wormaldia,4,N,B229
00011JDE,Yoraperla,12,N,B230
00011JDE,Zapada,14,N,B232
00011REM,Ameletus,1,C,B6
00011REM,Apatania,18,C,B14
00011REM,Baetis,26,C,B21
00011REM,Calineuria,27,C,B27
00011REM,Capniidae,12,C,B30
00011REM,Caudatella,1,C,B31
00011REM,Ceratopogoninae,1,C,B33
00011REM,Chironominae,24,C,B37
00011REM,Cinygmula,15,C,B40
00011REM,Dicranota,2,C,B58
00011REM,Doroneuria,2,C,B65
00011REM,Drunella_coloradensis/flavilinea,11,C,B66
00011REM,Drunella_doddsi,49,C,B67
00011REM,Drunella_spinifera,1,C,B70
00011REM,Ecclisomyia,2,C,B74
00011REM,Epeorus,5,C,B77
00011REM,Glossosoma,5,C,B89
00011REM,Heterlimnius,1,C,B104
00011REM,Megarcys,14,C,B137
00011REM,Micrasema,2,C,B140
00011REM,Neophylax,2,C,B149
00011REM,Oligochaeta,1,C,B156
00011REM,Orthocladiinae,34,C,B162
00011REM,Parapsyche,4,C,B166
00011REM,Pteronarcys,5,C,B193
00011REM,Rhithrogena,243,C,B197
00011REM,Rhyacophila,26,C,B199
00011REM,Serratella,5,C,B200
00011REM,Simulium,1,C,B204
00011REM,Skwala,2,C,B205
00011REM,Sweltsa,16,C,B214
00011REM,Trombidiformes,2,C,B223
00011REM,Visoka,9,C,B227
00011REM,Yoraperla,11,C,B230
00011REM,Zapada,7,C,B232
00011WSE,Agapetus,1,N,B3
00011WSE,Antocha,9,N,B13
00011WSE,Baetis,1,N,B21
00011WSE,Brachycentrus,1,N,B24
00011WSE,Ceratopogoninae,2,N,B33
00011WSE,Chelifera,1,N,B34
00011WSE,Chironominae,21,N,B37
00011WSE,Diamesinae,58,N,B56
00011WSE,Diphetor_hageni,2,N,B59
00011WSE,Dytiscidae,3,N,B72
00011WSE,Ephemerella,2,N,B78
00011WSE,Ephydridae,1,N,B79
00011WSE,Hexatoma,1,N,B106
00011WSE,Hydropsyche,2,N,B114
00011WSE,Lepidostoma,1,N,B125
00011WSE,Metrichia_sp.,6,N,B139
00011WSE,Micrasema,38,N,B140
00011WSE,Muscidae,1,N,B144
00011WSE,Nematoda,7,N,B146
00011WSE,Neophylax,3,N,B149
00011WSE,Oligochaeta,14,N,B156
00011WSE,Optioservus,75,N,B159
00011WSE,Orthocladiinae,177,N,B162
00011WSE,Pericoma/Telmatoscopus,63,N,B169
00011WSE,Rhithrogena,3,N,B197
00011WSE,Rhyacophila,2,N,B199
00011WSE,Serratella,3,N,B200
00011WSE,Sweltsa,4,N,B214
00011WSE,Trombidiformes,22,N,B223
00011WSE,Turbellaria,1,N,B225
00011WSE,Wormaldia,2,N,B229
00011WSE,Zaitzevia,24,N,B231
00012CSR,Arctopsyche,1,N,B15
00012CSR,Baetis,90,N,B21
00012CSR,Calineuria,18,N,B27
00012CSR,Caudatella,5,N,B31
00012CSR,Ceratopogoninae,1,N,B33
00012CSR,Chelifera,1,N,B34
00012CSR,Chironominae,28,N,B37
00012CSR,Cinygmula,9,N,B40
00012CSR,Cleptelmis,22,N,B42
00012CSR,Dicosmoecus,1,N,B57
00012CSR,Diphetor_hageni,7,N,B59
00012CSR,Drunella_coloradensis/flavilinea,2,N,B66
00012CSR,Drunella_doddsi,46,N,B67
00012CSR,Epeorus,85,N,B77
00012CSR,Eubrianax,7,N,B81
00012CSR,Glossosoma,4,N,B89
00012CSR,Gomphidae,1,N,B92
00012CSR,Hesperoperla,11,N,B103
00012CSR,Ironodes,4,N,B116
00012CSR,Isoperla,1,N,B118
00012CSR,Leptophlebiidae,1,N,B127
00012CSR,Malenka,8,N,B134
00012CSR,Micrasema,4,N,B140
00012CSR,Nematoda,6,N,B146
00012CSR,Neophylax,1,N,B149
00012CSR,Oligochaeta,11,N,B156
00012CSR,Optioservus,4,N,B159
00012CSR,Orthocladiinae,12,N,B162
00012CSR,Pteronarcys,1,N,B193
00012CSR,Rhyacophila,19,N,B199
00012CSR,Serratella,2,N,B200
00012CSR,Simulium,206,N,B204
00012CSR,Sphaeriidae,1,N,B209
00012CSR,Sweltsa,2,N,B214
00012CSR,Tanypodinae,1,N,B217
00012CSR,Wormaldia,8,N,B229
00012CSR,Yoraperla,10,N,B230
00012CSR,Zaitzevia,20,N,B231
00012CSR,Zapada,1,N,B232
00012GRD,Acentrella,4,NT,B1
00012GRD,Antocha,13,NT,B13
00012GRD,Baetis,4,NT,B21
00012GRD,Brachycentrus,3,NT,B24
00012GRD,Calineuria,9,NT,B27
00012GRD,Ceratopogoninae,3,NT,B33
00012GRD,Chironominae,216,NT,B37
00012GRD,Dicosmoecus,12,NT,B57
00012GRD,Diphetor_hageni,14,NT,B59
00012GRD,Epeorus,3,NT,B77
00012GRD,Ephemerella,3,NT,B78
00012GRD,Ferrissia,1,NT,B85
00012GRD,Gomphidae,2,NT,B92
00012GRD,Hexatoma,2,NT,B106
00012GRD,Hydropsyche,1,NT,B114
